id,word_representation,outwear,top,trousers,women dresses,women skirts
6024,w237465 w186076 w306817 w286461 w34893 w39218 w111248 w309016 w256214 w384021 w1867 w120979,1,0,0,0,0
6025,w42169 w194870 w94172 w254516 w7718 w330955 w39302 w214801 w193067 w254429 w34893 w346100 w225739 w194870 w289829 w373432 w94172 w158353 w138576 w553 w371438 w123298,1,0,1,0,0
6026,w195317 w102200 w381413 w186076 w194870 w390515 w331536 w295346 w92187 w314686 w34893 w234583 w93366 w45765 w93366 w87179 w347032 w102382 w286297 w51167 w323852,0,1,1,0,0
6027,w220579 w270233 w177420 w391470 w382355 w34893 w115724 w368809 w74022 w336335 w500009 w311583 w380494 w317619 w112319 w165609 w388839 w197783 w193800 w36882 w207614 w34893 w257959 w235151 w152575,1,1,0,0,0
6028,w500126 w240587 w286461 w34893 w20297 w374393 w23969 w84287 w109896 w255783 w198565 w186648 w369717 w250138 w217871 w83808 w500354 w96683 w15393,1,0,0,1,0
6029,w29880 w500010 w219120 w194870 w122531 w111248 w373306 w332548 w155034 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w382355 w384027 w24656 w193067,0,0,1,0,0
6030,w50127 w217871 w163419 w374012 w120502 w217871 w368918 w19283 w236731 w186076 w194870 w149925 w339655 w374393 w34893 w359330 w135431 w36882 w341000 w195698 w294820 w33992,0,1,0,0,0
6031,w237465 w125056 w67524 w217871 w230090 w286461 w34893 w89538 w191162 w197783 w138576 w15393 w311583 w34893 w111246 w6691 w133070 w241910,1,0,1,0,0
6032,w194870 w217871 w360297 w301260 w82660 w321998 w162756 w177163 w33992 w218713 w225739 w91672 w84391 w66980 w318673 w290970 w334993 w127717 w399554 w379540 w194870 w215796 w225279 w273391 w109047,0,1,1,0,0
6033,w500001 w128292 w253354 w254516 w102910 w374393 w20297 w261113 w115771 w331534 w384021 w1867 w120979 w217871 w173688 w347760 w386937 w380494 w197783,0,1,1,0,0
6034,w309353 w34893 w274586 w126336 w36882 w50916 w16587 w98086 w395130 w165609 w373526 w252054 w325608 w217871 w384530 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,0,1,1,0,0
6035,w500068 w269165 w262082 w18470 w34893 w291648 w342007 w69002 w145451 w246106 w33992,1,1,0,0,0
6036,w358562 w81698 w194870 w221366 w26509 w66980 w34893 w373306 w256214 w384021 w71240 w117890 w290610 w250138,1,0,0,1,0
6037,w194870 w122953 w66217 w207614 w34893 w56481 w37419 w218713 w286461 w34893 w111248 w116919 w193800 w70856 w276473 w217871 w188324 w250138 w253354 w34893 w94359 w22890 w169896 w376233 w186076 w42634 w66980 w292769,0,0,0,1,0
6038,w237465 w125056 w217871 w230090 w286461 w34893 w89538 w82660 w198528 w209018 w384021 w250138 w34893 w115549 w213509 w500021,1,0,0,1,0
6039,w34893 w369717 w33992 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w386149 w20894 w194870 w114391 w173688 w242257 w241910,0,1,1,0,0
6040,w195317 w256553 w70995 w194870 w59869 w286461 w34893 w223408 w91406 w173688 w384021 w337551 w268432 w33992 w217871 w88110 w380494 w133070 w241910,0,1,1,0,0
6041,w137669 w62255 w294820 w33992 w254429 w366000 w217871 w147343 w289496 w32497 w358149 w280384 w225739 w292000 w101837 w204762 w150363 w132434 w236919 w15393,1,1,0,0,0
6042,w116919 w252438 w221983 w311583 w368918 w111248 w205980 w379924 w54702 w221983 w70293 w194427 w311215 w5348 w42169 w256897 w270233 w33502 w269165 w82341 w370005,0,0,0,0,1
6043,w500068 w269165 w273956 w105615 w18470 w34893 w369717 w186648 w60883 w250138 w305249 w15393,1,0,0,1,0
6044,w151648 w254516 w158353 w243911 w193800 w138132 w250138 w48576 w309353 w34893 w7718 w373782 w47554 w332345 w26791 w500012 w168417 w366647,1,0,1,0,0
6045,w279522 w352852 w277627 w77842 w194870 w293558 w53573 w253354 w281031 w194870 w371196 w182664 w335583 w218713 w286461 w317619 w112319 w165609 w173915 w241910 w7718 w373075 w131051 w314919 w197783 w193800 w1867 w120979,0,1,1,0,0
6046,w237465 w256553 w34893 w500037 w290610 w250138 w311583 w333524 w392147 w134152 w241910,0,0,1,1,0
6047,w133277 w361433 w90685 w261297 w24656 w70856 w221983 w311583 w388086 w268930 w188324 w198528 w221983 w228759 w264045,0,0,0,0,1
6048,w254516 w359330 w135431 w171593 w1867 w120979 w254429 w50563 w311583 w380347 w217871 w34893 w322775 w62255 w71369 w50316 w33992,0,1,0,0,0
6049,w162834 w293558 w119442 w151648 w399047 w90437 w334615 w15393 w34893 w227765 w221983,1,0,0,0,1
6050,w247655 w270233 w261113 w18470 w337250 w366000 w378735 w306830 w200253 w500005 w165492 w380494 w241910 w292000 w54604 w247466,1,0,1,0,0
6051,w194870 w300261 w184773 w221585 w318673 w234583 w113935 w101837 w333524 w120288 w500039 w250138 w295346 w263923 w314686 w500148 w500339,0,0,1,1,0
6052,w195317 w256553 w37419 w218713 w186076 w194870 w6718 w286461 w60776 w73118 w257011 w318823 w75397 w84811 w500073,1,0,1,0,0
6053,w325666 w256553 w61795 w342153 w90685 w66980 w240313 w257531 w111248 w164005 w105918 w188324 w47586 w239430 w301607 w250138,0,0,0,1,0
6054,w42169 w194870 w225739 w254516 w204762 w101681 w387063 w225898 w251288 w374393 w385444 w36882 w254429 w306830 w34893 w346100 w225739 w194870 w289829 w94172 w13126 w360424 w123298,1,1,0,0,0
6055,w66980 w165326 w305137 w289829 w134152 w204762 w101681 w500316 w186311 w156342 w171593 w36882 w256905 w158103 w247655 w270233 w398645 w381413 w119631 w358149 w180347 w15393 w244632 w187972 w240587 w221682 w379800,1,1,0,0,0
6056,w135270 w217871 w254516 w337551 w232062 w277040 w333024 w221983 w20297 w239332 w56311 w81629 w345945 w155657 w313954 w381553 w234583 w384021 w33992,0,1,0,0,1
6057,w194870 w61795 w111248 w221585 w318673 w234583 w113935 w116919 w120979 w376233 w250138 w115549 w213509 w500021 w120979,1,0,0,1,0
6058,w225739 w194870 w54702 w273510 w191587 w314686 w7718 w48776 w171593 w207269 w241910 w217871 w500012 w186457 w155034 w236731 w378209 w261297 w380494 w54702 w241910,0,0,1,0,0
6059,w105773 w141635 w140997 w225739 w362009 w186076 w261297 w376672 w131688 w241910 w74442 w365738 w126729 w305814 w399845 w34893 w182976 w394873 w341569 w331534 w241910,0,0,1,0,0
6060,w125056 w334211 w66980 w254516 w223059 w111411 w338820 w384021 w290610 w250138,0,0,0,1,0
6061,w282225 w194870 w115114 w66980 w111248 w286596 w276473 w71369 w62009 w120979 w341505 w368487 w12685,0,1,1,0,0
6062,w237465 w256553 w34893 w232128 w277040 w376233 w221983 w338587 w392167,1,0,0,0,1
6063,w209663 w262522 w153315 w282514 w15393 w70856 w272605 w33992 w70293 w194427 w311215 w5348 w42169 w256897 w270233 w33502 w269165 w370005 w66217,1,1,0,0,0
6064,w254516 w90437 w86601 w188324 w280823 w221983 w326106 w34893 w175250 w217578 w186076 w337250 w349078 w276703 w386149 w241910,0,0,1,0,1
6065,w270233 w187972 w240587 w34504 w186076 w289586 w381553 w162965 w66980 w194870 w93366 w195317 w254429 w286461 w34893 w87179 w39218 w247037 w366139 w241910 w253354 w311583 w343317 w90685 w121255 w193800 w36882,0,1,1,0,0
6066,w195317 w374666 w194870 w388071 w82026 w126394 w225739 w34893 w111248 w252835 w47586 w33992 w311583 w255783 w217871 w261297 w247037 w198528 w272605 w332345 w391554 w125056 w42589 w225739,0,1,1,0,0
6067,w373517 w350483 w358253 w162965 w286461 w81365 w261297 w6645 w323848 w311583 w221980 w230729 w91406 w94359 w381553 w209018 w384021 w33992,0,1,0,0,0
6068,w42169 w194870 w94172 w225739 w254516 w286596 w276473 w322224 w314686 w254429 w306830 w34893 w225739 w194870 w289829 w373432 w94172 w127717 w399554 w80938 w22890 w225279 w273391 w109047,0,0,1,0,0
6069,w1648 w71240 w342007 w203093 w162025 w34893 w371640 w391937 w371076 w186076 w84933 w303336 w384027 w180930 w392167,1,0,0,0,0
6070,w364852 w152440 w133512 w327517 w311583 w127717 w145798 w213019 w145577 w14299 w109047 w270233 w239332 w48576 w264542 w245977 w193432 w209018 w384021 w138132 w33992,1,0,1,0,0
6071,w195317 w127737 w204762 w150363 w207370 w25638 w236919 w314686 w111248 w45952 w173430 w241910 w217871 w141432 w194870 w331946 w60036 w358693 w368487 w210680 w12685,0,0,1,0,0
6072,w279289 w395855 w286461 w308610 w111248 w115549 w213509 w324593 w74232 w392167 w217871 w337551 w75409 w24656 w1867 w120979,1,1,0,0,0
6073,w7718 w120174 w384336 w197783 w193800 w63426 w33992 w277040 w333024 w241910 w70293 w194427 w311215 w5348 w42169 w256897 w270233 w33502 w269165 w370005 w66217,0,1,1,0,0
6074,w247655 w270233 w261113 w18470 w337250 w366000 w378735 w500012 w306830 w200253 w158353 w1647 w200253 w69057 w323852 w66980 w204762 w150363 w331806 w119952 w36882,0,1,0,0,0
6075,w247655 w292000 w254429 w342153 w186076 w194870 w161948 w66980 w34893 w112319 w165609 w12685 w217871 w213357 w55693 w15393 w217871 w254429 w225739 w172013 w34893 w308584,1,0,1,0,0
6076,w382355 w169896 w209018 w384021 w111939 w311583 w308610 w115724 w365489 w15393 w198149 w135431 w288596 w155411 w257531 w48776 w171593 w197783,1,0,1,0,0
6077,w207614 w194000 w41615 w371800 w225279 w273391 w193067 w155034 w311583 w34893 w338587 w165931 w66980 w180930 w138132 w75397 w207614 w34893 w751 w20297 w388448 w188610 w500080 w15393,1,0,1,0,0
6078,w373517 w256905 w66217 w186076 w185000 w162965 w34893 w197783 w39082 w149790 w322224 w70969 w217871 w333968 w47586 w70856 w33992 w373517 w44158 w341569 w267845 w1867 w120979,0,1,1,0,0
6079,w279289 w395855 w61795 w308610 w111248 w138576 w200785 w63426 w21584 w15393 w217871 w500487 w40795 w179800 w138576 w15393,1,0,0,0,0
6080,w135270 w151375 w65018 w381474 w250138 w311583 w293859 w217871 w186076 w368487 w500075 w342007 w311583 w225739 w114635,1,0,0,1,0
6081,w349239 w50555 w234775 w48776 w376233 w356796 w326106 w34893 w175250 w217578 w186076 w349078 w7718 w330955 w39302 w187485 w347760 w193067,0,0,1,1,0
6082,w194870 w83749 w256553 w37419 w286461 w96414 w234583 w186648 w250138 w197783 w193800 w19054 w311879 w1867 w120979,0,1,0,1,0
6083,w194870 w83749 w256553 w37419 w286461 w173688 w399554 w277040 w239430 w290610 w221983 w37536 w286596 w332345,0,0,1,0,1
6084,w186457 w373517 w294269 w209913 w66980 w224831 w195317 w127737 w34893 w111248 w27460 w172717 w255783 w54702 w380494 w217871 w239430 w282514 w333024 w294820 w33992,0,1,1,0,0
6085,w34893 w148641 w198528 w173688 w85858 w241910 w48576 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w20894 w261297 w332827 w332345,0,0,1,0,0
6086,w254516 w377703 w250138 w356796 w326106 w34893 w175250 w217578 w186076 w349078 w500172 w86171 w241910,0,0,1,1,0
6087,w155918 w270091 w84391 w105773 w285847 w66980 w84933 w500032 w127737 w194870 w500033 w380347 w115724 w284940 w331534 w162756 w342007 w230409 w282136 w314231 w105773 w309486 w63426 w27013 w368487 w500103,1,0,1,0,0
6088,w371004 w500024 w144920 w172251 w267098 w276473 w303894 w385834 w133070 w241910 w222757 w370005 w217871 w115549 w213509 w173688 w399554 w121255 w314686,0,0,1,0,0
6089,w135270 w217871 w198315 w254516 w209018 w384021 w305410 w198528 w250138 w20297 w239332 w34893 w81629 w345945 w155657 w330955 w39302 w171593 w193067,0,0,1,1,0
6090,w195317 w381413 w186076 w194870 w390515 w286461 w115724 w101681 w500358 w34893 w234583 w93366 w45765 w93366 w87179 w347032 w209663 w262522 w101837 w9692 w1867 w120979,0,1,1,0,0
6091,w97758 w197783 w334750 w256905 w292000 w217871 w148650 w233042 w207614 w20894 w247655 w500010 w136109 w333968 w97882 w140997 w225739 w368487 w12685,0,0,1,0,0
6092,w237465 w53495 w306061 w372126 w47982 w66980 w71392 w217871 w127234 w216419 w116919 w194470 w221983 w217871 w500579 w115724 w241910 w50916 w500190 w103141 w105773 w318673 w380347 w201668,0,0,1,0,1
6093,w195317 w127737 w34893 w380494 w500311 w217871 w382662 w206085 w12685 w217871 w141432 w194870 w331946 w60036 w358693 w197783 w111248 w329571 w12685,0,0,1,0,0
6094,w398645 w34893 w301260 w366053 w121255 w193800 w33992 w397121 w27432 w221983 w311583 w160701 w61358 w322219 w139689 w24134 w383444 w161756 w175250 w289292 w500728 w162756 w15393,1,1,0,0,1
6095,w300401 w193800 w285689 w239661 w311583 w70440 w48576 w85032 w311583 w265585 w137817 w500143 w36882,1,1,0,0,0
6096,w93366 w194870 w393987 w39222 w174897 w195317 w271715 w286461 w89538 w43462 w256214 w384021 w71240 w121255 w193800 w275199 w111248 w369717 w90685 w299904 w342007 w322219 w195317 w357832 w186076 w66980 w194870,1,0,0,0,0
6097,w318673 w133277 w116919 w85858 w249337 w221983 w338587 w395130 w165609 w340323 w291358 w291358 w118125 w120979 w228759 w99802,0,1,0,0,1
6098,w279289 w378979 w389319 w186076 w392173 w29840 w91800 w314686 w233042 w311583 w302106 w215985 w392147 w134152 w241910,0,0,1,0,0
6099,w195317 w256553 w70995 w286461 w102045 w112319 w165609 w209530 w125403 w121255 w314686 w217871 w392128 w66980 w373517 w10065 w118355 w379920 w322224 w70969,0,0,1,0,0
6100,w247655 w270233 w261113 w241392 w158353 w708 w93240 w283193 w360226 w381474 w221983 w54702 w263923 w241910,0,1,0,0,1
6101,w127737 w78586 w97337 w36882 w392147 w294820 w33992 w115114 w29880 w130532,0,1,0,0,0
6102,w374768 w392692 w261297 w358149 w75404 w71240 w217871 w500076 w236919 w15393 w398414 w386149 w236919 w314686,1,0,1,0,0
6103,w372212 w127707 w186076 w282945 w391575 w66980 w286596 w380494 w15393 w127064 w203588 w12685 w277040 w272605 w314686,1,0,1,0,0
6104,w105773 w15521 w174795 w183259 w29840 w33992 w186076 w34234 w163007 w194870 w74442 w365738 w126729 w305814 w399845 w34893 w394873 w168132 w115724 w165931 w71240,1,1,0,0,0
6105,w305249 w380347 w253067 w81482 w111709 w36882 w389481 w93366 w34893 w388541 w207614 w51947 w119705 w159413 w59496 w500084 w163007,1,1,0,0,0
6106,w500068 w269165 w262082 w273956 w105615 w34893 w116217 w68396 w266998 w1867 w120979 w115549 w213509 w150404 w337551 w221983,0,1,0,0,1
6107,w195317 w374666 w194870 w388071 w82026 w126394 w225739 w34893 w111248 w6262 w236725 w193067 w217871 w207629 w396665 w92187 w241910 w391554 w125056 w42589 w162965,0,0,1,0,0
6108,w147907 w106102 w121255 w193800 w120979 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w500415 w121255 w314686,0,1,1,0,0
6109,w270233 w187972 w240587 w34504 w186076 w289586 w381553 w162965 w194870 w5260 w93366 w195317 w254429 w286461 w34893 w87179 w39218 w500105 w286297 w8954 w126631 w119716 w314686 w311583 w73897 w253354 w127234 w500262 w116057 w313133 w105854 w500263 w368663,1,0,1,0,0
6110,w349239 w338587 w51013 w185790 w36882 w356796 w326106 w34893 w175250 w217578 w186076 w349078 w101837 w120502 w85858 w234583 w280823 w221983,0,1,0,0,1
6111,w366000 w500157 w63426 w365646 w94172 w197783 w193800 w120979 w33587 w343216 w388086 w268930 w115549 w213509 w233699 w392167 w334392 w365489 w5328 w311583 w383674 w215985,1,1,0,0,0
6112,w83749 w194870 w115114 w66980 w327385 w29840 w171593 w185078 w1867 w120979 w373306 w256214 w384021 w71240,1,1,0,0,0
6113,w334904 w194870 w140261 w369717 w179270 w1867 w120979 w286596 w322224 w15393 w217871 w230409 w500012 w155034 w236731 w378209 w54702 w314686,1,1,1,0,0
6114,w500068 w269165 w262082 w273956 w105615 w18470 w239113 w239430 w96414 w219120 w221983 w106598 w24656 w221983,0,0,0,0,1
6115,w93366 w194870 w393987 w39222 w174897 w195317 w271715 w82341 w89538 w234583 w85858 w241910 w69952 w374393 w111248 w380347 w160343 w118125 w322219 w195317 w357832 w186076 w66980 w194870,0,1,1,0,0
6116,w186457 w373517 w209913 w24292 w66980 w224831 w195317 w127737 w34893 w111248 w4152 w171593 w22890 w294820 w33992 w217871 w225240 w371438 w15393,1,1,0,0,0
6117,w194870 w83749 w256553 w218713 w286461 w121255 w193800 w75397 w241842,1,0,1,0,0
6118,w164832 w381413 w374393 w194870 w115114 w286461 w309353 w373517 w69002 w380494 w241910 w177633 w335792 w342007,1,0,1,0,0
6119,w256553 w182887 w2389 w286596 w91800 w186076 w240587 w334524 w217871 w96200 w287731 w63426 w305244 w120979 w186076 w148781,0,1,1,0,0
6120,w178983 w334456 w239661 w311583 w70440 w85032 w155034 w311583 w265585 w358149 w331534 w385444 w265142 w15393,1,1,0,0,0
6121,w254516 w256214 w384021 w1867 w120979 w356796 w326106 w34893 w175250 w186076 w337250 w349078 w277040 w365489 w276473 w217871 w188324 w250138,0,1,0,1,0
6122,w237465 w53495 w306061 w372126 w47982 w66980 w189406 w71392 w127234 w101762 w120979 w217871 w165492 w337551 w500102 w314686 w103141 w105773 w318673 w45021 w380347,0,1,1,0,0
6123,w254516 w356796 w191555 w270233 w82341 w245065 w247655 w77504 w186076 w382355 w84933 w382662 w312941 w35248 w319927 w353445 w70969 w300894 w342007,1,0,1,0,0
6124,w256553 w37419 w218713 w286461 w34893 w197783 w500368 w394746 w138132 w163007 w253354 w39218 w173688 w347760 w386937 w380494 w241910,1,0,1,0,0
6125,w42169 w194870 w94172 w254516 w6645 w241910 w369266 w62255 w254429 w34893 w346100 w225739 w194870 w289829 w373432 w94172 w317619 w155203 w276473 w268661 w33992,0,1,1,0,0
6126,w194870 w217871 w360297 w301260 w390632 w71240 w225739 w250693 w91672 w84391 w66980 w318673 w290970 w334993 w127064 w203588 w71795 w115724 w22890 w36882,1,1,0,0,0
6127,w195317 w127737 w34893 w197145 w248822 w234517 w22890 w342007 w300670 w156065 w111248 w204762 w500316 w305202 w296780 w33841 w36882 w217871 w141432 w186076 w194870 w331946 w60036 w267089 w241910,1,1,1,0,0
6128,w214312 w1867 w120979 w239661 w311583 w70440 w48576 w85032 w155034 w311583 w101837 w331534 w71240,1,1,0,0,0
6129,w254516 w356796 w270233 w82341 w245065 w247655 w270233 w77504 w186076 w382355 w84933 w126631 w119716 w118624 w12685 w382662 w89767 w273956 w119716 w70969,0,0,1,0,0
6130,w58536 w182664 w317736 w33852 w183833 w124735 w163996 w15393 w66980 w373517 w500070 w217871 w195317 w95358 w186076 w39222 w381413 w186076 w185000 w372126 w500058 w135431 w216109 w177163 w1867 w120979,1,1,0,0,0
6131,w58536 w182664 w317736 w33852 w116919 w47586 w277040 w365489 w33992 w66980 w373517 w500070 w195317 w95358 w186076 w39222 w381413 w186076 w185000 w372126 w19054 w500019 w43906 w121255 w193800 w500179,0,1,0,0,0
6132,w151648 w254516 w335793 w234583 w500005 w241910 w48576 w309353 w34893 w228928 w256214 w384021 w71240 w26791 w256897 w168417 w366647,1,0,1,0,0
6133,w127737 w28451 w380494 w88895 w15393 w333968 w97882 w197783 w193800 w277040 w283853 w120979 w250138 w115114 w29880 w130532,1,0,0,1,0
6134,w125056 w334211 w66980 w254516 w223059 w111411 w171999 w250138,0,0,0,1,0
6135,w237465 w189406 w279437 w194870 w351537 w341569 w298189 w239430 w104397 w221983 w150520 w34893 w189307 w352013 w144920 w187552 w151014 w193800 w277040 w365489 w246106 w250138,0,0,0,1,1
6136,w173317 w39222 w207614 w93366 w230346 w323671 w500353 w137804 w279750 w500344 w294820 w33992 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w296675 w207614 w34893 w113598 w338587 w267311 w186076 w222433 w34893 w341569 w204762 w101681 w175395 w115724 w266998 w171593 w36882 w384336 w311583 w89538 w236725 w66980 w384336 w192814 w193067 w311583 w241910 w113637,0,1,1,0,0
6137,w334904 w225739 w194870 w500285 w36882 w217871 w316845 w500056 w217871 w230409 w500012 w186457 w155034 w236731 w378209 w354661 w22890 w329571 w12685,0,1,1,0,0
6138,w239430 w234583 w376233 w221983 w378979 w335583 w372126 w142139 w66801 w374393 w260975 w7718 w330955 w39302 w118624 w314686,0,0,1,0,1
6139,w242257 w174229 w241910 w312941 w42169 w377964 w311583 w8 w121802 w111248 w751 w362009,0,0,1,0,0
6140,w237465 w256553 w218713 w286461 w34893 w197783 w89538 w369717 w120979 w250138 w253354 w39218 w111248 w208909 w255331 w12685,0,0,1,1,0
6141,w34893 w277040 w365489 w280823 w221983 w389481 w93366 w34893 w388541 w86449 w207614 w51947 w159413 w59496 w299904 w135431 w36882,0,1,0,0,1
6142,w318673 w293013 w282140 w193800 w33992 w125056 w28453 w225739 w318673 w311583 w109468 w313133 w105854 w500183 w15393,1,1,0,0,0
6143,w337551 w34893 w171137 w221983 w254429 w19283 w302297 w207614 w16587 w113361 w142655 w47586 w277040 w365489 w250138,0,0,0,1,1
6144,w122953 w256905 w66217 w207614 w34893 w56481 w37419 w218713 w286461 w34893 w111248 w74022 w193800 w121735 w250138 w311583 w34893 w63426 w286297 w241910 w186076 w42634 w194870 w292769,0,0,1,1,0
6145,w266528 w259571 w369717 w205991 w174229 w241910 w48576 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w386149 w7718 w359330 w145577 w162756 w15393,1,0,1,0,0
6146,w105773 w153315 w304300 w15393 w311583 w293859 w217871 w186076 w368487 w331536 w241910 w311583 w115915 w225739,1,0,1,0,0
6147,w186494 w223897 w330842 w185379 w116919 w280823 w500187 w221983 w48576 w34893 w393660 w123298 w207614 w34893 w82341 w279389,1,0,0,0,1
6148,w110666 w336842 w250138 w200253 w293648 w267098 w118125 w70293 w194427 w311215 w5348 w42169 w270233 w33502 w269165 w82341 w370005 w66217,0,1,0,1,0
6149,w270233 w187972 w240587 w34504 w186076 w289586 w381553 w66980 w194870 w5260 w93366 w195317 w254429 w286461 w34893 w87179 w39218 w284733 w198528 w286297 w241910 w253354 w127234 w54702 w286596 w295346 w12685,0,0,1,0,0
6150,w287527 w197783 w193800 w36882 w256905 w207614 w20434 w35857 w217871 w279437 w20894 w29840 w273510 w388448 w138576 w120979,1,1,0,0,0
6151,w157401 w229673 w256553 w97300 w34893 w320917 w380881 w276577 w94172 w188283 w15393 w217871 w336139 w198149 w155411 w257531 w500374 w1867 w120979,1,1,0,0,0
6152,w151648 w34893 w111248 w5310 w280823 w221983 w98086 w135431 w305202 w171593 w36882 w296767 w384530 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,0,1,0,0,1
6153,w146650 w107481 w254429 w342153 w66980 w338587 w146650 w398736 w34893 w500546 w192468 w1867 w120979 w34893 w380494 w12685 w311583 w333524,0,1,1,0,0
6154,w34893 w5797 w374393 w286461 w71392 w253067 w334615 w62255 w66570 w264939 w36882 w239044 w172358 w54702 w368487 w92187 w241910 w395855 w218713 w243012 w194870,0,1,1,0,0
6155,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w20297 w87218 w82341 w374393 w34893 w72143 w12685 w48576 w34893 w333524 w47586 w5536 w94172 w392167,1,0,1,0,0
6156,w194130 w34893 w382355 w374393 w99857 w101837 w331534 w314686 w391554 w195317 w311583 w34893 w111248 w315535 w316388 w285689 w500264 w119862 w1867 w285847 w262522 w223173 w186648 w33992,1,1,1,0,0
6157,w111248 w360226 w233290 w376233 w221983 w254429 w366000 w217871 w147343 w34893 w289496 w32497 w358149 w225739 w292000 w101837 w395130 w165609 w92187 w311583 w63426 w218102 w197783,0,0,1,0,1
6158,w237465 w256553 w37419 w218713 w286461 w34893 w197783 w500075 w350720 w209018 w256214 w71240 w253354 w311583 w111246 w6691 w133070 w241910,1,0,1,0,0
6159,w247655 w292000 w254429 w342153 w194870 w141327 w161948 w66980 w34893 w241910 w311583 w98699 w141311 w10799 w161568 w217871 w254429 w39294 w225739 w172013 w34893 w308584,1,0,1,0,0
6160,w195317 w256553 w87218 w70995 w133005 w347760 w380494 w241910 w217871 w392128 w373517 w202485 w10065 w500227 w123032 w368487 w12685,0,0,1,0,0
6161,w368809 w302338 w236919 w15393 w254429 w366000 w217871 w147343 w34893 w289496 w32497 w358149 w225739 w292000 w101837 w98699 w333024 w376233 w221983,1,0,0,0,1
6162,w34893 w5797 w374393 w286461 w277040 w365489 w15393 w311583 w231719 w239044 w202951 w395130 w165609 w197783 w395855 w243012 w194870 w10271,1,0,1,0,0
6163,w195317 w164832 w381413 w374393 w194870 w115114 w286461 w309353 w173688 w347760 w368487 w230612 w12685 w169083 w240417 w153315 w36882 w70856 w81698 w217559,0,1,1,0,0
6164,w195317 w256553 w39218 w204762 w101681 w331536 w314686 w66980 w194870 w13069 w251935 w185379 w34893 w111248 w91800 w314686,0,0,1,0,0
6165,w151648 w93366 w385444 w279437 w351537 w398213 w33992 w48576 w309353 w34893 w63426 w98208 w241910 w26791 w500012 w168417 w366647,0,1,1,0,0
6166,w382355 w254516 w388086 w268930 w63426 w376233 w221983 w311583 w308610 w286596 w276473 w54702 w282514 w118125 w120979 w395130 w165609 w379920 w26342 w340323 w291358 w291358 w118125 w120979,0,1,0,0,1
6167,w29880 w215152 w202485 w14528 w197783 w193800 w369717 w33992 w270233 w177420 w41327 w151648 w155034 w152735 w279541 w48576 w334524 w217871 w279522 w43233 w186076 w399290 w279437 w22966 w382662 w91406 w173257 w123298,1,1,0,0,0
6168,w189113 w500044 w500064 w267098 w276473 w12685 w173688 w399554 w106085 w187552 w120979 w217871 w343753 w34893 w382355 w374393 w265585,0,1,1,0,0
6169,w352852 w277627 w77842 w194870 w293558 w53573 w253354 w281031 w225739 w194870 w371196 w182664 w335583 w218713 w286461 w91800 w241910 w87603 w338476 w80220 w109047,0,0,1,0,0
6170,w105773 w15521 w174795 w231784 w500009 w223408 w395130 w165609 w317619 w18330 w279541 w70673 w241910 w194870 w74442 w365738 w305814 w399845 w34893 w182976 w394873 w165931 w294820 w311583 w280631 w198528,1,1,1,0,0
6171,w195317 w256553 w39218 w264643 w135856 w198565 w162756 w96683 w500091 w66980 w194870 w13069 w42169 w251935 w34893 w111248 w117160 w337551 w185078 w1867 w120979,1,1,0,0,0
6172,w364852 w152440 w133512 w327517 w311583 w500124 w94154 w8954 w270233 w239332 w48576 w264542 w245977 w368487 w295346 w332548,1,0,1,0,0
6173,w386891 w391558 w500002 w127737 w34893 w286083 w8992 w368918 w333024 w376233 w250138 w105773 w194870 w12216 w217871 w34893 w87179 w173688 w85858 w101837 w120502 w241910 w349210 w118355,0,0,1,1,0
6174,w282945 w66980 w165326 w305137 w289829 w198149 w135431 w288596 w69739 w270233 w84287 w48776 w384336 w236725 w162756 w71240 w256905 w158103 w247655 w270233 w398645 w381413 w194870 w358149 w122783 w267098 w342007 w244632 w187972 w240587 w221682 w379800,1,0,0,0,0
6175,w167111 w34893 w234583 w113935 w111248 w223408 w286596 w276473 w31464 w22890 w120979 w217871 w252718 w120979 w165609 w165609,0,1,0,0,0
6176,w256553 w286461 w39218 w147936 w22890 w197783 w193800 w120979 w66980 w13069 w42169 w251935 w185379 w34893 w111248 w204762 w150422 w266998 w500384 w36882 w236725,0,1,0,0,0
6177,w105773 w15521 w174795 w332581 w366053 w314686 w380494 w241910 w194870 w74442 w365738 w126729 w305814 w399845 w34893 w394873 w170130 w185790 w342007,1,0,1,0,0
6178,w204762 w123557 w381605 w264611 w209018 w36882 w254429 w302297 w207614 w293558 w16587 w113361 w69002 w331536 w121255 w193800 w120979,0,1,0,0,0
6179,w373517 w20297 w360699 w34893 w39218 w111248 w95851 w120979 w217871 w89538 w121255 w193800 w176585 w121255 w193800 w138132,1,1,0,0,0
